event_type,event_cause,latitude,longitude,corridor,zone,police_station,junction,priority,requires_road_closure,vehicle_type,start_datetime,end_datetime
Other,Other,13.0040366,77.5835459,Bellary Road 1,West Zone,Sadashivanagar Traffic PS,Mahalakshmi Mandir Circle,High,False,None,2023-11-22 00:55:45,2023-11-22 23:31:42
Other,Other,13.0024583,77.6831109,ORR East 2,East Zone,K.R. Pura Traffic PS,Junction near K.R. Pura Traffic PS,High,False,None,2023-11-22 00:55:25,2023-11-22 12:30:27
Vehicle Breakdown,Breakdown,12.9900634,77.5030222,Magadi Road,West Zone,Kamakshipalya Traffic PS,Junction near Kamakshipalya Traffic PS,High,False,Bus,2023-11-22 01:47:07,2023-11-22 01:53:38
Vehicle Breakdown,Breakdown,13.0326393,77.5877578,Bellary Road 1,North Zone,Kodigehalli Traffic PS,Junction near Kodigehalli Traffic PS,High,False,Car,2023-11-22 06:57:10,2023-11-22 07:40:09
Vehicle Breakdown,Breakdown,13.0264597,77.6200847,Other Corridor,North Zone,K.G. Halli Traffic PS,Junction near K.G. Halli Traffic PS,Low,False,Truck,2023-11-23 01:19:44,2023-11-23 01:49:40
Vehicle Breakdown,Breakdown,13.0365217,77.5893649,Bellary Road 1,North Zone,Kodigehalli Traffic PS,Junction near Kodigehalli Traffic PS,High,False,LCV,2023-11-23 04:11:07,2023-11-23 04:34:50
Vehicle Breakdown,Breakdown,12.8743224,77.5410921,Other Corridor,South Zone,Thalagattapura Traffic PS,Junction near Thalagattapura Traffic PS,Low,False,Truck,2023-11-28 04:33:40,2023-11-28 05:53:51
Other,Other,13.0230236,77.6008531,Other Corridor,North Zone,R.T. Nagar Traffic PS,Junction near R.T. Nagar Traffic PS,Medium,True,None,2023-11-28 07:01:34,2023-11-28 07:47:40
Road Repair,Construction,12.9694728,77.7005924,ORR East 2,East Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,High,False,None,2023-11-28 21:06:30,2023-11-29 09:05:46
Vehicle Breakdown,Breakdown,12.9381416,77.7467868,Other Corridor,East Zone,Whitefield Traffic PS,Dr Br Ambedkar Circle,Low,False,Truck,2023-11-29 00:10:24,2023-11-29 00:33:39
Road Repair,Construction,12.9695695,77.7006851,ORR East 2,East Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,High,False,None,2023-11-29 20:52:42,2023-11-30 09:05:46
Other,Other,12.989977,77.5027374,Magadi Road,West Zone,Kamakshipalya Traffic PS,Junction near Kamakshipalya Traffic PS,High,False,None,2023-11-30 00:46:09,2023-11-30 02:03:49
Other,Other,12.9749011,77.5122987,Other Corridor,West Zone,Jnanabharathi Traffic PS,Junction near Jnanabharathi Traffic PS,Low,False,None,2023-12-01 07:00:16,2023-12-01 07:15:57
Road Repair,Construction,13.0662238,77.6406617,Other Corridor,East Zone,Hennuru Traffic PS,Gowdas Sri A Hanumanthagowda Circle,Low,False,None,2023-12-01 19:43:39,2023-12-02 02:38:11
Vehicle Breakdown,Breakdown,12.880365,77.545865,Other Corridor,South Zone,Thalagattapura Traffic PS,Junction near Thalagattapura Traffic PS,Low,False,Bus,2023-12-02 19:24:04,2023-12-02 20:33:18
Protest,Procession,12.9667164,77.5615877,Other Corridor,Central Zone,Magadi Road Traffic PS,Junction near Magadi Road Traffic PS,Low,False,None,2023-12-02 21:11:01,2023-12-02 22:35:46
Protest,Public Event,12.983679,77.5294387,Magadi Road,West Zone,Kamakshipalya Traffic PS,Junction near Kamakshipalya Traffic PS,High,False,None,2023-12-03 05:47:12,2023-12-03 09:47:46
Other,Other,12.906425,77.4729334,Mysore Road,West Zone,Kengeri Traffic PS,Junction near Kengeri Traffic PS,High,False,None,2023-12-03 21:35:36,2023-12-03 23:15:28
Vehicle Breakdown,Breakdown,12.93894976,77.52299739,Mysore Road,West Zone,Byatarayanapura Traffic PS,Junction near Byatarayanapura Traffic PS,High,False,Truck,2023-12-06 07:00:40,2023-12-06 07:25:13
Vehicle Breakdown,Breakdown,12.9954901,77.5849484,Bellary Road 1,Central Zone,High ground Traffic PS,Make In India Circle,High,False,Bus,2023-12-08 06:23:40,2023-12-08 07:15:52
Vehicle Breakdown,Breakdown,12.95570915,77.72316585,Varthur Road,East Zone,Whitefield Traffic PS,Junction near Whitefield Traffic PS,High,False,Bus,2023-12-10 08:34:49,2023-12-10 08:44:47
Vehicle Breakdown,Breakdown,13.0483148,77.5547351,Other Corridor,North Zone,Jalahalli Traffic PS,Junction near Jalahalli Traffic PS,Low,False,Bus,2023-12-14 22:54:32,2023-12-14 23:40:11
Vehicle Breakdown,Breakdown,12.9975402,77.6639746,ORR North 1,Central Zone,Banaswadi Traffic PS,Junction near Banaswadi Traffic PS,High,False,Truck,2023-12-15 19:49:19,2023-12-15 22:13:28
Vehicle Breakdown,Breakdown,13.0071345,77.6887062,Other Corridor,East Zone,K.R. Pura Traffic PS,Junction near K.R. Pura Traffic PS,Low,False,LCV,2023-12-15 20:02:12,2023-12-15 21:06:58
Vehicle Breakdown,Breakdown,12.9994343,77.6747251,ORR East 2,East Zone,Banaswadi Traffic PS,Junction near Banaswadi Traffic PS,High,False,Truck,2023-12-15 21:11:39,2023-12-15 22:13:02
Vehicle Breakdown,Breakdown,13.0407394,77.54469,ORR North 2,North Zone,Jalahalli Traffic PS,Junction near Jalahalli Traffic PS,High,False,Bus,2023-12-15 21:16:05,2023-12-15 22:12:33
Vehicle Breakdown,Breakdown,13.0298582,77.5380185,Tumkur Road,West Zone,Yeshwanthpura Traffic PS,GokuldasImagesJunc,High,False,LCV,2023-12-16 02:12:32,2023-12-16 02:32:13
Vehicle Breakdown,Breakdown,12.9126831,77.5673126,ORR West 1,South Zone,K.S. Layout Traffic PS,Junction near K.S. Layout Traffic PS,High,False,Car,2023-12-16 05:45:18,2023-12-16 07:00:41
Accident,Accident,12.8804543,77.6452946,Hosur Road,South Zone,Electronic City Traffic PS,Junction near Electronic City Traffic PS,High,False,None,2023-12-16 20:00:50,2023-12-16 20:21:25
Other,Other,13.0067539,77.6879797,Other Corridor,East Zone,K.R. Pura Traffic PS,Junction near K.R. Pura Traffic PS,Low,False,None,2023-12-17 07:42:44,2023-12-17 08:14:25
Vehicle Breakdown,Breakdown,12.9823732,77.5176914,Other Corridor,West Zone,Kamakshipalya Traffic PS,Junction near Kamakshipalya Traffic PS,Low,False,Bus,2023-12-17 08:30:40,2023-12-17 09:15:14
Accident,Accident,13.0078785,77.5268075,Other Corridor,West Zone,Rajajinagar Traffic PS,Junction near Rajajinagar Traffic PS,Low,False,None,2023-12-17 19:20:50,2023-12-17 19:36:12
Vehicle Breakdown,Breakdown,12.97726717,77.75125437,Other Corridor,East Zone,Whitefield Traffic PS,Junction near Whitefield Traffic PS,Low,False,Other,2023-12-17 20:57:48,2023-12-17 21:12:11
Vehicle Breakdown,Breakdown,12.9622023,77.5639864,Mysore Road,Central Zone,Chamarajpet Traffic PS,Sirsi Circle,High,False,Bus,2023-12-17 21:53:28,2023-12-17 22:23:38
Vehicle Breakdown,Breakdown,12.9964917,77.584805,Bellary Road 1,Central Zone,High ground Traffic PS,Junction near High ground Traffic PS,High,False,Other,2023-12-18 20:04:44,2023-12-18 20:22:36
Vehicle Breakdown,Breakdown,13.0187649,77.5577122,Tumkur Road,West Zone,Yeshwanthpura Traffic PS,YeshwanthpuraCircle,High,False,LCV,2023-12-18 23:17:12,2023-12-18 23:42:41
Accident,Accident,12.8794381,77.6459502,Hosur Road,South Zone,Electronic City Traffic PS,Junction near Electronic City Traffic PS,High,False,None,2023-12-18 23:17:50,2023-12-18 23:51:19
Vehicle Breakdown,Breakdown,13.019729,77.7090559,Other Corridor,East Zone,K.R. Pura Traffic PS,Zero Tolerance Junction,Low,False,Bus,2023-12-19 02:22:05,2023-12-19 03:43:31
Road Repair,Construction,12.9694992,77.700567,ORR East 2,East Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,High,False,None,2023-12-19 21:02:15,2023-12-20 09:05:46
Vehicle Breakdown,Breakdown,13.090383,77.5966984,Bellary Road 2,North Zone,Yelahanka Traffic PS,Junction near Yelahanka Traffic PS,High,False,Car,2023-12-19 22:24:37,2023-12-19 22:31:27
Vehicle Breakdown,Breakdown,13.0199284,77.5006714,Tumkur Road,West Zone,Yeshwanthpura Traffic PS,Junction near Yeshwanthpura Traffic PS,High,False,Bus,2023-12-19 23:16:52,2023-12-20 00:47:49
Accident,Accident,12.9948122,77.693173,Other Corridor,East Zone,Mahadevapura Traffic PS,Junction near Mahadevapura Traffic PS,Low,False,None,2023-12-19 21:18:49,2023-12-20 00:54:57
Other,Other,13.041804,77.5477005,ORR North 2,North Zone,Jalahalli Traffic PS,Junction near Jalahalli Traffic PS,High,False,None,2023-12-20 05:29:44,2023-12-20 05:37:11
Accident,Accident,13.1276933,77.6137033,Bellary Road 2,North Zone,Yelahanka Traffic PS,Junction near Yelahanka Traffic PS,High,False,None,2023-12-20 05:46:03,2023-12-20 06:25:41
Road Repair,Construction,12.9694725,77.7005959,ORR East 2,East Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,High,False,None,2023-12-20 21:00:57,2023-12-21 09:05:46
Vehicle Breakdown,Breakdown,12.9228533,77.6576917,ORR East 1,Central Zone,Bellandur Traffic PS,Junction near Bellandur Traffic PS,High,False,LCV,2023-12-20 21:55:43,2023-12-20 23:16:55
Vehicle Breakdown,Breakdown,12.8757572,77.4964189,Other Corridor,South Zone,Thalagattapura Traffic PS,Nice Road Cloverleaf Junction,Low,False,Truck,2023-12-20 22:19:29,2023-12-20 23:18:09
Vehicle Breakdown,Breakdown,12.8669473,77.5071756,Other Corridor,South Zone,Thalagattapura Traffic PS,Junction near Thalagattapura Traffic PS,Low,False,Truck,2023-12-20 22:30:12,2023-12-20 23:18:15
Vehicle Breakdown,Breakdown,13.0621794,77.5444587,Other Corridor,North Zone,Jalahalli Traffic PS,Junction near Jalahalli Traffic PS,Low,False,Bus,2023-12-20 22:44:40,2023-12-20 23:29:21
Other,Other,12.9476317,77.5331017,Mysore Road,West Zone,Byatarayanapura Traffic PS,Junction near Byatarayanapura Traffic PS,High,False,None,2023-12-20 22:55:27,2023-12-20 23:58:41
Vehicle Breakdown,Breakdown,12.8600582,77.5215949,Other Corridor,South Zone,Thalagattapura Traffic PS,Junction near Thalagattapura Traffic PS,Low,False,Truck,2023-12-20 22:55:35,2023-12-20 23:18:31
Vehicle Breakdown,Breakdown,12.8425759,77.5885226,Other Corridor,South Zone,Hulimavu Traffic PS,Junction near Hulimavu Traffic PS,Low,False,Bus,2023-12-20 23:50:53,2023-12-21 00:54:35
Other,Other,12.9417825,77.7470581,Other Corridor,East Zone,Whitefield Traffic PS,Ksrtc Travel House Junction,Low,False,None,2023-12-21 02:44:24,2023-12-21 04:24:03
Vehicle Breakdown,Breakdown,13.0356667,77.58912,Bellary Road 1,North Zone,Kodigehalli Traffic PS,Junction near Kodigehalli Traffic PS,High,False,LCV,2023-12-21 04:28:09,2023-12-21 04:47:55
Vehicle Breakdown,Breakdown,12.9996649,77.6752443,ORR East 2,East Zone,Banaswadi Traffic PS,Junction near Banaswadi Traffic PS,High,False,Truck,2023-12-21 04:24:08,2023-12-21 05:57:03
Vehicle Breakdown,Breakdown,13.0360183,77.5891833,Bellary Road 1,North Zone,Kodigehalli Traffic PS,Junction near Kodigehalli Traffic PS,High,False,Bus,2023-12-21 05:57:23,2023-12-21 08:24:59
Vehicle Breakdown,Breakdown,13.0000387,77.6766808,ORR East 2,East Zone,Mahadevapura Traffic PS,Junction near Mahadevapura Traffic PS,High,False,Truck,2023-12-21 19:17:48,2023-12-21 19:48:59
Other,Other,13.0652039,77.6404893,Other Corridor,East Zone,Hennuru Traffic PS,Yajaman M Nanjappa Circle,Medium,True,None,2023-12-21 19:57:12,2023-12-21 21:49:51
Vehicle Breakdown,Breakdown,13.040118,77.5439573,ORR North 2,North Zone,Jalahalli Traffic PS,Junction near Jalahalli Traffic PS,High,False,Car,2023-12-21 23:35:34,2023-12-21 23:46:36
Waterlogging,Waterlogging,13.1287618,77.6140528,Bellary Road 2,North Zone,Yelahanka Traffic PS,Junction near Yelahanka Traffic PS,High,False,None,2023-12-22 02:59:12,2023-12-22 09:42:05
Other,Other,12.9975256,77.5470383,West of Chord Road,West Zone,Vijayanagara Traffic PS,ModiHospital,High,False,None,2023-12-22 05:47:40,2023-12-22 07:08:54
Vehicle Breakdown,Breakdown,12.9666279,77.5047999,Other Corridor,West Zone,Jnanabharathi Traffic PS,Junction near Jnanabharathi Traffic PS,Low,False,LCV,2023-12-22 06:54:55,2023-12-22 07:45:48
Vehicle Breakdown,Breakdown,13.0217783,77.6490837,ORR North 1,North Zone,Banaswadi Traffic PS,Junction near Banaswadi Traffic PS,High,False,Truck,2023-12-22 20:27:31,2023-12-22 20:53:24
Road Repair,Construction,12.9694731,77.7006015,ORR East 2,East Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,High,False,None,2023-12-22 20:59:29,2023-12-23 09:05:46
Road Repair,Construction,12.9896141,77.6637936,Other Corridor,Central Zone,Banaswadi Traffic PS,Junction near Banaswadi Traffic PS,Low,False,None,2023-12-22 22:13:42,2023-12-23 09:14:46
Waterlogging,Waterlogging,13.1213994,77.6180718,Other Corridor,North Zone,Yelahanka Traffic PS,Junction near Yelahanka Traffic PS,Low,False,None,2023-12-23 00:39:22,2023-12-23 03:56:42
Other,Other,13.0501761,77.5936781,Bellary Road 1,North Zone,Hebbala Traffic PS,Junction near Hebbala Traffic PS,High,False,None,2023-12-23 03:51:20,2023-12-23 04:19:56
Road Repair,Construction,13.0393919,77.641505,Airport New South Road,North Zone,Hennuru Traffic PS,Junction near Hennuru Traffic PS,High,False,None,2023-12-23 03:58:21,2023-12-23 04:05:19
Accident,Accident,12.9984053,77.663273,ORR North 1,Central Zone,Banaswadi Traffic PS,Junction near Banaswadi Traffic PS,High,False,None,2023-12-23 05:08:11,2023-12-23 05:58:20
Vehicle Breakdown,Breakdown,12.9606981,77.5129745,Other Corridor,West Zone,Jnanabharathi Traffic PS,Junction near Jnanabharathi Traffic PS,Low,False,Bus,2023-12-23 07:13:57,2023-12-23 08:10:33
Vehicle Breakdown,Breakdown,13.0378433,77.5893717,Bellary Road 1,North Zone,Kodigehalli Traffic PS,Junction near Kodigehalli Traffic PS,High,False,Other,2023-12-24 00:09:27,2023-12-24 00:23:23
Accident,Accident,12.9977614,77.7213522,Other Corridor,East Zone,K.R. Pura Traffic PS,Junction near K.R. Pura Traffic PS,Low,False,None,2023-12-24 03:22:20,2023-12-24 04:24:11
Vehicle Breakdown,Breakdown,12.9951003,77.5851148,Bellary Road 1,Central Zone,High ground Traffic PS,Make In India Circle,High,False,Car,2023-12-24 04:25:02,2023-12-24 05:11:58
Other,Other,12.9903977,77.5042443,Magadi Road,West Zone,Kamakshipalya Traffic PS,Junction near Kamakshipalya Traffic PS,High,False,None,2023-12-24 06:42:06,2023-12-24 08:06:29
Vehicle Breakdown,Breakdown,12.9116817,77.55294,Other Corridor,South Zone,K.S. Layout Traffic PS,Junction near K.S. Layout Traffic PS,Low,False,Bus,2023-12-24 09:05:05,2023-12-24 10:14:20
Road Repair,Construction,13.0371565,77.5352186,Other Corridor,North Zone,Jalahalli Traffic PS,Junction near Jalahalli Traffic PS,Medium,True,None,2023-12-24 23:29:15,2023-12-24 23:57:33
Vehicle Breakdown,Breakdown,13.12554,77.5740088,Other Corridor,North Zone,Yelahanka Traffic PS,Junction near Yelahanka Traffic PS,Low,False,Bus,2023-12-25 06:36:46,2023-12-25 07:52:19
Vehicle Breakdown,Breakdown,13.0386772,77.5422104,ORR North 2,North Zone,Jalahalli Traffic PS,Junction near Jalahalli Traffic PS,High,False,Car,2023-12-25 20:06:10,2023-12-25 20:19:34
Vehicle Breakdown,Breakdown,12.9799067,77.5106977,Other Corridor,West Zone,Jnanabharathi Traffic PS,Junction near Jnanabharathi Traffic PS,Low,False,Bus,2023-12-25 21:41:50,2023-12-25 23:34:12
Vehicle Breakdown,Breakdown,13.0261115,77.5439551,Tumkur Road,West Zone,Yeshwanthpura Traffic PS,Sri Vijayamaruthi Circle,High,False,LCV,2023-12-25 22:38:51,2023-12-25 23:18:53
Vehicle Breakdown,Breakdown,13.0199933,77.7097567,Other Corridor,East Zone,K.R. Pura Traffic PS,Junction near K.R. Pura Traffic PS,Low,False,Bus,2023-12-26 01:09:17,2023-12-26 01:17:39
Vehicle Breakdown,Breakdown,13.0028147,77.6835432,Other Corridor,East Zone,K.R. Pura Traffic PS,Junction near K.R. Pura Traffic PS,Low,False,Truck,2023-12-26 07:22:22,2023-12-26 09:12:06
Road Repair,Construction,12.9686167,77.7010844,ORR East 2,East Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,High,False,None,2023-12-26 21:13:22,2023-12-27 09:05:46
Other,Other,13.0416083,77.5475282,ORR North 2,North Zone,Jalahalli Traffic PS,Junction near Jalahalli Traffic PS,High,False,None,2023-12-26 22:54:46,2023-12-27 00:18:46
Vehicle Breakdown,Breakdown,13.0012451,77.5841866,Bellary Road 1,West Zone,Sadashivanagar Traffic PS,Junction near Sadashivanagar Traffic PS,High,False,Other,2023-12-27 04:28:02,2023-12-27 05:50:21
Vehicle Breakdown,Breakdown,13.0012451,77.5841866,Bellary Road 1,West Zone,Sadashivanagar Traffic PS,Junction near Sadashivanagar Traffic PS,High,False,Other,2023-12-27 04:28:02,2023-12-27 05:50:19
Vehicle Breakdown,Breakdown,13.0234375,77.715021,Other Corridor,East Zone,K.R. Pura Traffic PS,Junction near K.R. Pura Traffic PS,Low,False,LCV,2023-12-27 22:20:16,2023-12-27 22:54:44
Vehicle Breakdown,Breakdown,13.0506439,77.5529418,Other Corridor,North Zone,Jalahalli Traffic PS,Dr K Shivaramakarantha Circle,Low,False,Bus,2023-12-28 06:47:46,2023-12-28 08:05:52
Vehicle Breakdown,Breakdown,13.0400395,77.5438972,ORR North 2,North Zone,Jalahalli Traffic PS,Junction near Jalahalli Traffic PS,Critical,True,Truck,2023-12-28 17:06:22,2023-12-28 18:08:28
Accident,Accident,12.8756455,77.648981,Hosur Road,South Zone,Electronic City Traffic PS,Junction near Electronic City Traffic PS,High,False,None,2023-12-28 18:38:44,2023-12-28 20:35:27
Accident,Accident,12.8755127,77.6486972,Hosur Road,South Zone,Electronic City Traffic PS,Junction near Electronic City Traffic PS,High,False,None,2023-12-28 18:40:08,2023-12-28 20:35:23
Accident,Accident,12.8755668,77.6488601,Hosur Road,South Zone,Electronic City Traffic PS,Junction near Electronic City Traffic PS,High,False,None,2023-12-28 18:40:34,2023-12-28 20:35:16
Accident,Accident,12.8758374,77.6487911,Hosur Road,South Zone,Electronic City Traffic PS,Junction near Electronic City Traffic PS,High,False,None,2023-12-28 18:46:12,2023-12-28 20:35:20
Road Repair,Construction,13.0394367,77.6414017,Airport New South Road,North Zone,Hennuru Traffic PS,Junction near Hennuru Traffic PS,High,False,None,2023-12-28 19:28:58,2023-12-29 19:28:46
Vehicle Breakdown,Breakdown,12.9683883,77.50627,Other Corridor,West Zone,Jnanabharathi Traffic PS,Junction near Jnanabharathi Traffic PS,Low,False,Bus,2023-12-28 20:19:07,2023-12-28 22:33:53
Road Repair,Construction,12.9687204,77.7010496,ORR East 2,East Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,High,False,None,2023-12-28 21:00:23,2023-12-29 09:05:46
Vehicle Breakdown,Breakdown,12.9137249,77.6785693,Other Corridor,East Zone,Bellandur Traffic PS,Junction near Bellandur Traffic PS,Low,False,Car,2023-12-28 22:19:12,2023-12-28 22:39:26
Vehicle Breakdown,Breakdown,12.9989833,77.5843706,Bellary Road 1,West Zone,Sadashivanagar Traffic PS,Md Nanjundaswamy Circle,High,False,Other,2023-12-29 00:04:20,2023-12-29 00:29:03
Vehicle Breakdown,Breakdown,12.9718269,77.7117219,Other Corridor,East Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,Low,False,Bus,2023-12-29 04:40:20,2023-12-29 05:15:18
Vehicle Breakdown,Breakdown,13.0587583,77.6328567,Hennur Main Road,North Zone,Hennuru Traffic PS,Junction near Hennuru Traffic PS,High,False,Other,2023-12-29 04:42:08,2023-12-29 05:38:27
Vehicle Breakdown,Breakdown,12.8825091,77.6440547,Hosur Road,South Zone,Electronic City Traffic PS,Junction near Electronic City Traffic PS,High,False,Bus,2023-12-29 04:53:39,2023-12-29 05:26:46
Vehicle Breakdown,Breakdown,13.0040166,77.5838851,Bellary Road 1,West Zone,Sadashivanagar Traffic PS,Mahalakshmi Mandir Circle,High,False,Auto-Rickshaw,2023-12-29 07:54:20,2023-12-29 08:22:17
Vehicle Breakdown,Breakdown,12.9956979,77.6672693,ORR North 1,East Zone,Mahadevapura Traffic PS,Junction near Mahadevapura Traffic PS,High,False,Truck,2023-12-29 18:43:50,2023-12-29 19:12:05
Road Repair,Construction,13.0394871,77.6416244,Airport New South Road,North Zone,Hennuru Traffic PS,Junction near Hennuru Traffic PS,High,False,None,2023-12-29 20:11:20,2023-12-29 20:16:46
Road Repair,Construction,12.9695612,77.7005997,ORR East 2,East Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,High,False,None,2023-12-29 21:03:32,2023-12-30 09:05:46
Vehicle Breakdown,Breakdown,13.03950563,77.64149464,Airport New South Road,North Zone,Hennuru Traffic PS,Junction near Hennuru Traffic PS,High,False,Bus,2023-12-29 23:29:38,2023-12-29 23:52:02
Vehicle Breakdown,Breakdown,13.0376265,77.5418287,ORR North 2,West Zone,Yeshwanthpura Traffic PS,Junction near Yeshwanthpura Traffic PS,High,False,Truck,2023-12-30 00:46:00,2023-12-30 01:36:50
Vehicle Breakdown,Breakdown,12.9901257,77.5040668,Magadi Road,West Zone,Kamakshipalya Traffic PS,Junction near Kamakshipalya Traffic PS,High,False,Bus,2023-12-30 00:58:10,2023-12-30 02:59:27
Vehicle Breakdown,Breakdown,12.9653578,77.7021825,ORR East 2,East Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,High,False,Bus,2023-12-30 01:09:11,2023-12-30 02:41:33
